Results from heasarc_actszclust: Atacama Cosmology Telescope DR5 Sunyaev-Zeldovich Cluster Catalog
Coordinate system: Equatorial
|name               |ra         |dec        |snr     |y_c       |y_c_error |redshift|redshift_error|mass_500c|mass_500c_pos_err|mass_500c_neg_err|mass_200m|mass_200m_pos_err|mass_200m_neg_err|
|ACT-CL J2112.8-4434|21 12 51.57|-44 34 55.8| 8.10940|1.9710e-04|2.4306e-05|0.518967|      0.006297|  4.51059|          0.85465|          0.71851|  7.99850|          1.51552|          1.27411|
|ACT-CL J0619.8-4433|06 19 49.98|-44 33 44.7| 4.53720|1.5680e-04|3.4558e-05|0.813480|      0.011764|  2.38907|          0.54008|          0.44050|  4.07468|          0.92113|          0.75129|
|ACT-CL J2357.9-4432|23 57 54.68|-44 32 20.0| 5.63243|6.4499e-05|1.1451e-05|0.964934|      0.023645|  1.90086|          0.36953|          0.30938|  3.22063|          0.62609|          0.52419|
|ACT-CL J2323.4-4431|23 23 26.94|-44 31 53.5| 5.24920|3.9352e-05|7.4968e-06|0.433708|      0.009960|  2.02238|          0.46917|          0.38082|  3.57251|          0.82877|          0.67271|
|ACT-CL J2248.8-4431|22 48 49.25|-44 31 40.7|53.68491|9.4432e-04|1.7590e-05|0.351000|      0.000000| 13.47076|          2.55238|          2.14580| 25.42394|          4.81722|          4.04987|
|ACT-CL J0543.4-4430|05 43 27.34|-44 30 33.5| 4.43966|4.4259e-05|9.9690e-06|0.166273|      0.004226|  2.08029|          0.62773|          0.48222|  3.97632|          1.19987|          0.92173|
|ACT-CL J0040.9-4428|00 40 59.25|-44 28 49.1|13.96707|1.4670e-04|1.0503e-05|0.348558|      0.000000|  4.41837|          0.83356|          0.70126|  8.10192|          1.52848|          1.28589|
|ACT-CL J2234.4-4428|22 34 28.97|-44 28 44.5| 6.11873|6.3111e-05|1.0314e-05|0.443198|      0.009391|  2.54706|          0.53097|          0.43937|  4.51444|          0.94109|          0.77875|
|ACT-CL J0230.9-4427|02 30 58.00|-44 27 45.0| 4.83996|3.7678e-05|7.7847e-06|0.603002|      0.010785|  1.95260|          0.44801|          0.36440|  3.36248|          0.77150|          0.62752|
|ACT-CL J0417.6-4427|04 17 39.51|-44 27 30.4| 9.01970|1.1333e-04|1.2565e-05|0.575242|      0.006763|  4.17008|          0.75948|          0.64247|  7.32551|          1.33418|          1.12862|
|ACT-CL J2326.1-4426|23 26 10.99|-44 27 00.0| 4.17223|3.7824e-05|9.0657e-06|0.688881|      0.015507|  1.78788|          0.42236|          0.34165|  3.05011|          0.72054|          0.58285|
|ACT-CL J0145.0-4426|01 45 03.91|-44 26 05.4| 6.83485|1.0361e-04|1.5159e-05|0.571325|      0.007162|  2.75314|          0.53521|          0.44810|  4.79346|          0.93185|          0.78018|
|ACT-CL J2259.9-4423|22 59 55.01|-44 24 00.0| 4.30746|7.7189e-05|1.7920e-05|0.588327|      0.007666|  1.89042|          0.44337|          0.35914|  3.25836|          0.76420|          0.61902|
|ACT-CL J2351.7-4422|23 51 42.68|-44 22 39.6| 4.38675|6.4761e-05|1.4763e-05|0.916782|      0.019327|  1.61466|          0.35550|          0.29135|  2.72657|          0.60030|          0.49198|
|ACT-CL J0232.2-4421|02 32 16.73|-44 21 04.6|29.81890|2.4803e-04|8.3179e-06|0.283600|      0.000000|  8.72978|          1.71144|          1.43091| 16.60307|          3.25496|          2.72143|
|ACT-CL J0317.9-4420|03 17 56.23|-44 20 25.7| 5.28869|1.4902e-04|2.8176e-05|0.110795|      0.004995|  1.92722|          0.57809|          0.44470|  3.76893|          1.13053|          0.86967|
|ACT-CL J0404.7-4417|04 04 47.77|-44 17 56.5| 5.21261|2.1902e-04|4.2018e-05|0.897501|      0.015562|  2.56113|          0.52964|          0.43888|  4.36710|          0.90311|          0.74836|
|ACT-CL J0528.2-4416|05 28 13.02|-44 16 59.8| 4.85634|6.1523e-05|1.2669e-05|0.648390|      0.013036|  2.58415|          0.56895|          0.46629|  4.45731|          0.98136|          0.80428|
|ACT-CL J2235.4-4416|22 35 25.17|-44 16 11.9| 5.35843|4.1812e-05|7.8031e-06|0.453228|      0.009562|  2.11641|          0.47309|          0.38666|  3.72877|          0.83350|          0.68123|
|ACT-CL J0527.4-4415|05 27 29.78|-44 15 04.6| 4.96119|2.1245e-04|4.2823e-05|0.761423|      0.015591|  2.55232|          0.55551|          0.45622|  4.36820|          0.95074|          0.78080|
|ACT-CL J0148.1-4414|01 48 10.68|-44 14 20.2| 4.25331|1.0004e-04|2.3521e-05|0.800542|      0.012460|  1.78541|          0.41722|          0.33819|  3.02800|          0.70760|          0.57356|
|ACT-CL J0529.5-4412|05 29 33.99|-44 12 21.3| 4.82468|4.7734e-05|9.8938e-06|0.657362|      0.014329|  2.39072|          0.55056|          0.44750|  4.11359|          0.94732|          0.77000|
|ACT-CL J0036.7-4410|00 36 42.04|-44 10 49.5| 6.67704|5.5548e-05|8.3193e-06|0.869000|      0.000000|  2.30822|          0.42603|          0.35965|  3.92866|          0.72512|          0.61214|
|ACT-CL J2335.9-4410|23 35 54.38|-44 10 06.3| 6.29761|8.0562e-05|1.2792e-05|0.655958|      0.013734|  2.38086|          0.46480|          0.38888|  4.09675|          0.79978|          0.66914|
|ACT-CL J0040.8-4407|00 40 49.65|-44 07 56.8|26.09856|2.2271e-04|8.5336e-06|0.350000|      0.000000|  7.30892|          1.37290|          1.15580| 13.57108|          2.54917|          2.14606|
|ACT-CL J0616.2-4407|06 16 16.57|-44 07 44.1| 5.51832|1.9430e-04|3.5210e-05|0.716161|      0.015955|  2.87520|          0.60416|          0.49925|  4.94572|          1.03923|          0.85878|
|ACT-CL J0424.0-4406|04 24 00.95|-44 06 37.8| 6.94508|7.0340e-05|1.0128e-05|0.380930|      0.010046|  3.28836|          0.69372|          0.57286|  5.93961|          1.25303|          1.03474|
|ACT-CL J2056.7-4405|20 56 46.67|-44 05 33.7| 5.02649|2.5346e-04|5.0425e-05|0.660738|      0.014608|  2.84370|          0.63087|          0.51633|  4.91005|          1.08929|          0.89151|
|ACT-CL J2205.2-4405|22 05 13.00|-44 05 30.0| 4.22048|1.6660e-04|3.9475e-05|0.422272|      0.013796|  2.51222|          0.65393|          0.51887|  4.46943|          1.16340|          0.92311|
|ACT-CL J0107.5-4403|01 07 34.99|-44 03 50.1| 4.66613|3.8024e-05|8.1489e-06|0.382140|      0.010504|  1.95933|          0.48464|          0.38854|  3.49602|          0.86474|          0.69326|
|ACT-CL J2029.2-4403|20 29 16.00|-44 03 30.0| 4.50703|2.4678e-04|5.4755e-05|0.694809|      0.015757|  2.77981|          0.64724|          0.52500|  4.78490|          1.11410|          0.90369|
|ACT-CL J0304.2-4401|03 04 16.15|-44 01 41.6|20.81263|1.5692e-04|7.5398e-06|0.458400|      0.000000|  6.20418|          1.08966|          0.92687| 11.19940|          1.96699|          1.67313|
|ACT-CL J0000.2-4357|00 00 14.54|-43 57 19.8| 7.67875|6.0047e-05|7.8199e-06|0.878131|      0.013949|  2.45747|          0.43361|          0.36857|  4.18765|          0.73888|          0.62807|
|ACT-CL J0429.1-4355|04 29 11.17|-43 55 37.5| 4.58375|4.5895e-05|1.0013e-05|0.389280|      0.010611|  2.25016|          0.58181|          0.46228|  4.02108|          1.03971|          0.82611|
|ACT-CL J0052.7-4355|00 52 45.99|-43 55 00.0| 4.41123|3.1501e-05|7.1412e-06|0.468779|      0.010780|  1.64043|          0.42701|          0.33881|  2.86643|          0.74613|          0.59203|
|ACT-CL J2358.9-4354|23 58 54.61|-43 54 18.6| 8.75044|5.5265e-05|6.3157e-06|0.734463|      0.013076|  2.63990|          0.47007|          0.39902|  4.52768|          0.80622|          0.68436|
|ACT-CL J0600.2-4352|06 00 13.31|-43 52 53.5| 6.18292|6.4331e-05|1.0405e-05|0.326684|      0.006956|  3.06533|          0.68004|          0.55657|  5.60284|          1.24299|          1.01730|
|ACT-CL J0444.6-4352|04 44 40.69|-43 52 00.1| 5.25651|5.5286e-05|1.0518e-05|0.565802|      0.006860|  2.68389|          0.60220|          0.49184|  4.67340|          1.04860|          0.85644|
|ACT-CL J0104.5-4351|01 04 31.42|-43 51 55.1| 9.00142|9.5372e-05|1.0595e-05|1.009400|      0.028132|  3.16615|          0.53054|          0.45440|  5.42553|          0.90914|          0.77866|
|ACT-CL J2132.7-4349|21 32 42.32|-43 49 32.5| 5.07719|7.6584e-05|1.5084e-05|0.517540|      0.006666|  3.04430|          0.67794|          0.55446|  5.35065|          1.19154|          0.97452|
|ACT-CL J0323.3-4349|03 23 21.01|-43 49 30.0| 4.15502|5.7129e-05|1.3749e-05|0.677235|      0.016327|  1.80644|          0.42521|          0.34419|  3.08507|          0.72618|          0.58781|
|ACT-CL J2034.8-4349|20 34 52.32|-43 49 24.8| 4.40420|8.6389e-05|1.9615e-05|0.422979|      0.012353|  2.73237|          0.67116|          0.53881|  4.86974|          1.19618|          0.96029|
|ACT-CL J0439.4-4349|04 39 27.58|-43 49 18.2| 4.43690|1.4977e-04|3.3755e-05|0.728430|      0.016039|  2.40889|          0.55271|          0.44956|  4.12480|          0.94641|          0.76979|
|ACT-CL J0007.2-4341|00 07 15.03|-43 41 50.3| 4.32628|2.8444e-05|6.5748e-06|0.244845|      0.005756|  1.37628|          0.39811|          0.30879|  2.52985|          0.73179|          0.56761|
|ACT-CL J0108.4-4341|01 08 28.43|-43 41 11.9| 4.45027|3.9326e-05|8.8367e-06|0.237149|      0.004549|  1.83148|          0.50231|          0.39419|  3.39785|          0.93190|          0.73133|
|ACT-CL J0551.5-4339|05 51 32.47|-43 39 34.5| 5.90042|7.1232e-05|1.2072e-05|0.346423|      0.008377|  3.03593|          0.69144|          0.56318|  5.51917|          1.25701|          1.02383|
|ACT-CL J0210.6-4337|02 10 41.73|-43 37 32.1| 4.98095|3.7492e-05|7.5271e-06|0.868534|      0.014188|  1.96880|          0.42521|          0.34969|  3.33986|          0.72132|          0.59321|
|ACT-CL J0227.2-4330|02 27 15.03|-43 31 00.0| 4.18257|7.6505e-05|1.8291e-05|0.618946|      0.010138|  1.82393|          0.43865|          0.35361|  3.13134|          0.75308|          0.60708|
|ACT-CL J0625.8-4329|06 25 48.01|-43 29 45.3| 6.70950|7.9930e-05|1.1913e-05|0.663721|      0.018013|  3.40822|          0.66256|          0.55472|  5.90693|          1.14831|          0.96141|
|ACT-CL J0225.1-4326|02 25 09.02|-43 26 14.7| 5.26666|3.7617e-05|7.1426e-06|0.868772|      0.013657|  2.02099|          0.42298|          0.34978|  3.43025|          0.71793|          0.59368|
|ACT-CL J0454.9-4325|04 54 59.00|-43 25 30.0| 4.13775|1.7426e-04|4.2114e-05|0.842222|      0.013996|  2.11787|          0.50573|          0.40824|  3.60011|          0.85968|          0.69396|
|ACT-CL J2334.2-4324|23 34 13.05|-43 24 46.0| 6.09648|5.2844e-05|8.6680e-06|0.574072|      0.007627|  2.33540|          0.47327|          0.39352|  4.05018|          0.82078|          0.68247|
|ACT-CL J0400.5-4324|04 00 30.98|-43 24 14.8| 4.86617|1.7588e-04|3.6142e-05|0.402840|      0.011575|  1.93387|          0.51179|          0.40469|  3.43405|          0.90881|          0.71863|
|ACT-CL J0119.7-4322|01 19 45.60|-43 22 30.5| 5.55513|1.3186e-04|2.3737e-05|0.512349|      0.007259|  2.29238|          0.49510|          0.40716|  4.00679|          0.86537|          0.71166|
|ACT-CL J2103.4-4321|21 03 24.85|-43 21 55.6| 4.37253|5.0242e-05|1.1490e-05|0.140363|      0.004574|  2.21176|          0.72547|          0.54629|  4.28178|          1.40445|          1.05756|
|ACT-CL J2229.5-4320|22 29 33.03|-43 20 30.5| 6.13546|1.4859e-04|2.4219e-05|0.575900|      0.040650|  2.96772|          0.60142|          0.50007|  5.17284|          1.04829|          0.87165|
|ACT-CL J0034.5-4318|00 34 31.39|-43 18 57.8| 5.59734|3.6956e-05|6.6024e-06|0.396296|      0.000000|  1.92457|          0.43833|          0.35701|  3.42194|          0.77936|          0.63478|
|ACT-CL J0612.0-4318|06 12 02.64|-43 18 21.0| 5.99066|6.0214e-05|1.0051e-05|0.640600|      0.042290|  2.75314|          0.59230|          0.48744|  4.75864|          1.02376|          0.84251|
|ACT-CL J0226.0-4317|02 26 02.97|-43 17 28.9| 5.96263|1.3906e-04|2.3321e-05|0.687530|      0.014847|  2.42053|          0.48252|          0.40232|  4.15621|          0.82852|          0.69081|
|ACT-CL J0218.3-4315|02 18 19.44|-43 15 34.0|13.83534|1.1169e-04|8.0731e-06|0.615750|      0.008882|  4.60473|          0.78272|          0.66900|  8.07112|          1.37194|          1.17262|
|ACT-CL J0116.9-4315|01 16 57.63|-43 15 33.2| 5.26326|4.1496e-05|7.8840e-06|0.408114|      0.011462|  2.17851|          0.49985|          0.40656|  3.87447|          0.88898|          0.72307|
|ACT-CL J2024.4-4001|20 24 29.59|-40 01 18.0| 4.78440|2.5040e-04|5.2337e-05|0.264800|      0.017707|  2.68204|          0.70746|          0.55980|  4.97622|          1.31261|          1.03864|
|ACT-CL J2323.0-4312|23 23 03.44|-43 12 43.3| 5.08335|1.1904e-04|2.3417e-05|0.764237|      0.022687|  2.08459|          0.44151|          0.36434|  3.55198|          0.75229|          0.62081|
|ACT-CL J0107.9-4311|01 07 57.99|-43 11 30.1| 4.60240|3.5462e-05|7.7052e-06|0.240447|      0.004620|  1.67813|          0.47799|          0.37202|  3.10346|          0.88397|          0.68800|
|ACT-CL J0217.6-4310|02 17 41.30|-43 10 30.2| 7.63301|6.1604e-05|8.0707e-06|0.607871|      0.009228|  2.94330|          0.55287|          0.46544|  5.11108|          0.96006|          0.80824|
|ACT-CL J0120.6-4309|01 20 41.01|-43 10 00.0| 4.29749|1.3261e-04|3.0857e-05|0.606296|      0.010641|  1.83780|          0.44828|          0.36037|  3.15968|          0.77071|          0.61958|
|ACT-CL J0208.3-4303|02 08 22.48|-43 03 47.5| 7.01277|1.6855e-04|2.4035e-05|0.679149|      0.013452|  2.79709|          0.52540|          0.44232|  4.82080|          0.90553|          0.76234|
|ACT-CL J2328.5-4303|23 28 31.02|-43 03 03.8| 5.64884|4.3653e-05|7.7277e-06|0.377671|      0.009818|  2.13397|          0.49143|          0.39945|  3.81882|          0.87944|          0.71482|
|ACT-CL J0124.5-4301|01 24 34.39|-43 01 26.8| 7.22635|5.4816e-05|7.5856e-06|0.490891|      0.006733|  2.73049|          0.54431|          0.45384|  4.80705|          0.95826|          0.79898|
|ACT-CL J0151.3-4300|01 51 19.46|-43 00 17.3| 4.91761|7.7142e-05|1.5687e-05|1.244000|      0.031416|  1.89564|          0.37945|          0.31616|  3.23925|          0.64840|          0.54026|
|ACT-CL J0556.6-4258|05 56 41.61|-42 58 51.8| 5.33444|6.3647e-05|1.1931e-05|1.264400|      0.031702|  2.41553|          0.46561|          0.39036|  4.15372|          0.80066|          0.67127|
|ACT-CL J0526.0-4257|05 26 04.99|-42 58 00.0| 4.13364|7.3700e-05|1.7829e-05|0.930264|      0.019042|  2.28765|          0.52295|          0.42565|  3.89072|          0.88941|          0.72392|
|ACT-CL J0403.6-4254|04 03 38.68|-42 54 20.5| 4.44861|1.1473e-04|2.5790e-05|0.906935|      0.017285|  2.28293|          0.50455|          0.41322|  3.88295|          0.85816|          0.70283|
|ACT-CL J0224.2-4253|02 24 13.83|-42 53 49.3| 4.56612|3.2932e-05|7.2123e-06|0.404046|      0.011088|  1.64722|          0.44312|          0.34918|  2.91402|          0.78389|          0.61772|
|ACT-CL J0145.1-4252|01 45 08.87|-42 52 45.7| 6.18467|7.4559e-05|1.2056e-05|0.447219|      0.008996|  2.52089|          0.52341|          0.43342|  4.46366|          0.92679|          0.76745|
|ACT-CL J2155.7-4252|21 55 43.58|-42 52 17.8| 4.44226|1.3010e-04|2.9286e-05|0.481117|      0.011162|  2.65449|          0.64067|          0.51611|  4.67775|          1.12899|          0.90948|
|ACT-CL J0543.7-4250|05 43 45.33|-42 50 46.2| 6.49286|1.8059e-04|2.7814e-05|0.615120|      0.008935|  3.44598|          0.67841|          0.56682|  6.00057|          1.18133|          0.98702|
|ACT-CL J0103.6-4250|01 03 39.00|-42 50 07.3| 6.38687|9.5786e-05|1.4997e-05|0.734834|      0.018049|  2.64354|          0.50739|          0.42568|  4.53396|          0.87023|          0.73010|
|ACT-CL J2035.6-4249|20 35 37.32|-42 49 04.0| 6.44484|1.2940e-04|2.0078e-05|0.178666|      0.004182|  3.58391|          0.88956|          0.71267|  6.91228|          1.71570|          1.37452|
|ACT-CL J0543.9-4247|05 43 55.60|-42 47 12.0| 4.51596|1.2564e-04|2.7821e-05|0.609832|      0.008123|  2.56289|          0.59456|          0.48260|  4.43608|          1.02911|          0.83533|
|ACT-CL J2253.3-3914|22 53 19.01|-39 15 00.0| 4.16044|3.3701e-05|8.1002e-06|0.350198|      0.027004|  1.68856|          0.44393|          0.35152|  3.02557|          0.79544|          0.62985|
|ACT-CL J0207.8-4246|02 07 49.06|-42 46 00.1| 5.32793|4.1903e-05|7.8649e-06|0.530361|      0.006529|  2.15761|          0.47866|          0.39175|  3.75651|          0.83338|          0.68206|
|ACT-CL J2335.8-4244|23 35 54.00|-42 44 15.1| 7.23757|5.7362e-05|7.9256e-06|0.748300|      0.047300|  2.63627|          0.48873|          0.41230|  4.51794|          0.83757|          0.70658|
|ACT-CL J0256.1-4243|02 56 09.46|-42 43 58.1| 6.71553|6.6257e-05|9.8662e-06|0.629051|      0.010122|  2.77026|          0.53398|          0.44769|  4.79402|          0.92408|          0.77474|
|ACT-CL J2313.9-4243|23 13 58.19|-42 43 46.5| 5.20145|4.1787e-05|8.0336e-06|0.056400|      0.000000|  2.40558|          0.94910|          0.68058|  4.86837|          1.92078|          1.37735|
|ACT-CL J2344.7-4243|23 44 44.68|-42 43 14.4|46.39105|3.6242e-04|7.8124e-06|0.596000|      0.000000|  9.80707|          1.66702|          1.42482| 17.54490|          2.98230|          2.54902|
|ACT-CL J0638.3-4242|06 38 18.76|-42 42 21.9| 6.26689|1.4727e-04|2.3500e-05|0.407600|      0.035940|  3.44361|          0.73221|          0.60382|  6.19019|          1.31622|          1.08543|
|ACT-CL J0135.1-4240|01 35 10.20|-42 40 22.7| 4.95359|6.0827e-05|1.2279e-05|0.699666|      0.014486|  2.18903|          0.46728|          0.38508|  3.74750|          0.79996|          0.65924|
|ACT-CL J2027.6-4240|20 27 40.16|-42 40 22.1| 5.15187|1.0503e-04|2.0386e-05|0.254523|      0.006077|  2.99647|          0.74891|          0.59916|  5.59355|          1.39800|          1.11846|
|ACT-CL J2134.0-4238|21 34 00.72|-42 38 39.5| 6.49490|8.8120e-05|1.3568e-05|0.195500|      0.000000|  3.48895|          0.85701|          0.68801|  6.67905|          1.64060|          1.31708|
|ACT-CL J0218.0-4238|02 18 00.01|-42 38 14.9| 4.84656|7.5844e-05|1.5649e-05|0.690056|      0.018154|  2.13250|          0.46414|          0.38118|  3.65114|          0.79467|          0.65263|
|ACT-CL J2241.9-4235|22 41 54.32|-42 35 38.8| 7.25746|5.0010e-05|6.8908e-06|0.204065|      0.004109|  2.27979|          0.53663|          0.43438|  4.30285|          1.01282|          0.81984|
|ACT-CL J0218.1-4233|02 18 11.48|-42 33 03.8| 6.01019|9.4466e-05|1.5718e-05|0.640124|      0.010792|  2.54005|          0.50844|          0.42364|  4.38283|          0.87731|          0.73099|
|ACT-CL J0226.0-4232|02 26 00.91|-42 32 19.2| 5.04768|6.2081e-05|1.2299e-05|0.775602|      0.014326|  2.15761|          0.45158|          0.37342|  3.67719|          0.76962|          0.63642|
|ACT-CL J0445.1-4230|04 45 06.12|-42 30 11.8| 6.10380|7.1930e-05|1.1784e-05|0.415489|      0.011839|  3.04011|          0.64896|          0.53480|  5.43988|          1.16123|          0.95695|
|ACT-CL J2032.7-4229|20 32 45.02|-42 29 44.8| 5.12406|2.6375e-04|5.1473e-05|0.704695|      0.018840|  2.90505|          0.63960|          0.52419|  5.00189|          1.10126|          0.90255|
|ACT-CL J2344.5-4224|23 44 35.89|-42 24 35.9| 5.06242|3.9560e-05|7.8144e-06|0.269691|      0.006182|  1.74170|          0.43081|          0.34538|  3.19348|          0.78991|          0.63327|
|ACT-CL J2356.0-4220|23 56 05.33|-42 20 58.0| 6.50035|6.3970e-05|9.8410e-06|0.901051|      0.015993|  2.17701|          0.40181|          0.33921|  3.69926|          0.68278|          0.57639|
|ACT-CL J0149.5-4220|01 49 34.99|-42 20 30.0| 4.19262|4.3081e-05|1.0275e-05|0.979208|      0.026414|  1.79651|          0.40309|          0.32922|  3.04059|          0.68224|          0.55721|
|ACT-CL J0216.2-4219|02 16 14.24|-42 19 35.7| 8.30039|8.0689e-05|9.7211e-06|0.632957|      0.010296|  3.22335|          0.58444|          0.49473|  5.59471|          1.01440|          0.85870|
